NAME,DATE,PRCP,SNWD,TAVG,TMAX,TMIN
strasbourg_entzheim,2018-07-25,0.0,,26.4,34.4,17.2
strasbourg_entzheim,2018-07-26,0.0,,26.8,34.7,17.3
strasbourg_entzheim,2018-07-27,0.8,,26.2,34.4,16.4
strasbourg_entzheim,2018-07-28,0.0,,23.5,29.4,19.0
strasbourg_entzheim,2018-07-29,0.0,,24.6,32.0,17.3
strasbourg_entzheim,2018-07-30,0.0,,26.3,35.6,16.6
strasbourg_entzheim,2018-07-31,0.0,,26.9,34.7,18.2
strasbourg_entzheim,2018-08-01,7.0,,23.9,29.8,21.5
strasbourg_entzheim,2018-08-02,0.0,,24.9,32.3,18.8
strasbourg_entzheim,2018-08-03,0.0,,27.5,35.2,19.6
strasbourg_entzheim,2018-08-04,0.0,,28.4,36.4,20.1
strasbourg_entzheim,2018-08-05,0.0,,26.7,32.8,21.9
strasbourg_entzheim,2018-08-06,0.0,,26.3,35.5,17.7
strasbourg_entzheim,2018-08-07,0.0,,26.4,36.0,19.9
strasbourg_entzheim,2018-08-08,0.0,,25.8,30.9,20.6
strasbourg_entzheim,2018-08-09,1.4,,23.3,32.8,18.5
strasbourg_entzheim,2018-08-10,0.0,,20.1,26.2,12.5
strasbourg_entzheim,2018-08-11,0.0,,19.3,26.3,13.3
strasbourg_entzheim,2018-08-12,0.0,,20.9,30.7,9.9
strasbourg_entzheim,2018-08-13,5.6,,20.3,25.9,15.7
strasbourg_entzheim,2018-08-14,0.0,,20.5,26.6,15.3
strasbourg_entzheim,2018-08-15,0.0,,20.2,27.4,13.2
strasbourg_entzheim,2018-08-16,0.0,,22.7,32.2,13.2
strasbourg_entzheim,2018-08-17,51.8,,22.1,30.1,15.3
strasbourg_entzheim,2018-08-18,0.0,,21.7,28.3,15.5
strasbourg_entzheim,2018-08-19,0.0,,23.0,30.8,15.8
strasbourg_entzheim,2018-08-20,0.0,,23.1,30.1,15.4
strasbourg_entzheim,2018-08-21,0.0,,24.1,31.3,17.0
strasbourg_entzheim,2018-08-22,0.0,,24.8,33.8,17.0
strasbourg_entzheim,2018-08-23,3.2,,23.2,30.3,18.3
strasbourg_entzheim,2018-08-24,1.6,,18.1,22.7,15.5
strasbourg_entzheim,2018-08-25,1.6,,14.1,18.4,12.0
strasbourg_entzheim,2018-08-26,0.0,,14.9,21.8,6.6
strasbourg_entzheim,2018-08-27,0.0,,18.8,24.1,15.2
strasbourg_entzheim,2018-08-28,0.0,,20.0,27.6,13.0
strasbourg_entzheim,2018-08-29,2.0,,20.2,28.6,13.0
strasbourg_entzheim,2018-08-30,0.4,,17.8,22.8,16.1
strasbourg_entzheim,2018-08-31,4.2,,15.6,17.7,14.4
strasbourg_entzheim,2018-09-01,0.0,,17.3,22.7,12.5
strasbourg_entzheim,2018-09-02,0.2,,15.7,20.7,11.4
strasbourg_entzheim,2018-09-03,0.0,,18.2,23.4,14.1
strasbourg_entzheim,2018-09-04,0.0,,19.0,26.8,11.0
strasbourg_entzheim,2018-09-05,0.0,,20.7,28.4,13.9
strasbourg_entzheim,2018-09-06,21.8,,18.0,25.2,13.7
strasbourg_entzheim,2018-09-07,0.0,,18.4,22.6,15.1
strasbourg_entzheim,2018-09-08,0.0,,16.6,23.7,8.9
strasbourg_entzheim,2018-09-09,0.0,,17.7,27.2,9.4
strasbourg_entzheim,2018-09-10,0.0,,19.9,29.8,10.2
strasbourg_entzheim,2018-09-11,0.0,,20.7,30.1,12.2
strasbourg_entzheim,2018-09-12,1.2,,21.9,32.1,12.0
strasbourg_entzheim,2018-09-13,9.5,,18.6,23.3,16.7
strasbourg_entzheim,2018-09-14,0.0,,17.9,22.7,15.3
strasbourg_entzheim,2018-09-15,0.0,,17.6,22.3,10.9
strasbourg_entzheim,2018-09-16,0.0,,16.7,25.4,8.0
strasbourg_entzheim,2018-09-17,0.0,,15.9,29.0,9.5
strasbourg_entzheim,2018-09-18,0.8,,22.6,30.7,11.9
strasbourg_entzheim,2018-09-19,0.0,,20.7,30.4,12.7
strasbourg_entzheim,2018-09-20,0.0,,21.2,30.2,13.7
strasbourg_entzheim,2018-09-21,0.6,,17.4,24.7,13.2
strasbourg_entzheim,2018-09-22,0.0,,14.8,20.7,9.6
strasbourg_entzheim,2018-09-23,15.9,,18.6,25.2,14.7
strasbourg_entzheim,2018-09-24,0.0,,12.2,17.4,9.2
strasbourg_entzheim,2018-09-25,0.0,,11.0,17.5,5.3
strasbourg_entzheim,2018-09-26,0.0,,10.7,20.3,3.0
strasbourg_entzheim,2018-09-27,0.0,,13.3,24.6,4.2
strasbourg_entzheim,2018-09-28,0.2,,15.1,22.8,7.2
strasbourg_entzheim,2018-09-29,0.0,,13.0,18.8,8.5
strasbourg_entzheim,2018-09-30,0.0,,12.3,22.5,3.4
strasbourg_entzheim,2018-10-01,0.0,,12.2,16.2,10.1
strasbourg_entzheim,2018-10-02,0.0,,9.6,13.0,3.7
strasbourg_entzheim,2018-10-03,0.4,,13.8,18.4,11.1
strasbourg_entzheim,2018-10-04,0.0,,12.3,20.8,5.8
strasbourg_entzheim,2018-10-05,0.0,,12.7,23.6,4.0
strasbourg_entzheim,2018-10-06,0.0,,14.6,23.4,7.3
strasbourg_entzheim,2018-10-07,0.0,,15.8,23.5,8.6
strasbourg_entzheim,2018-10-08,0.2,,13.9,22.5,8.6
strasbourg_entzheim,2018-10-09,0.2,,12.6,21.3,6.5
strasbourg_entzheim,2018-10-10,0.0,,12.3,19.8,8.2
strasbourg_entzheim,2018-10-11,0.2,,12.5,20.8,5.3
strasbourg_entzheim,2018-10-12,0.0,,17.2,27.4,10.2
strasbourg_entzheim,2018-10-13,0.0,,15.6,25.6,7.4
strasbourg_entzheim,2018-10-14,0.2,,15.2,26.3,6.8
strasbourg_entzheim,2018-10-15,0.0,,14.8,24.6,7.3
strasbourg_entzheim,2018-10-16,0.0,,12.7,22.3,6.0
strasbourg_entzheim,2018-10-17,0.0,,13.1,22.7,5.0
strasbourg_entzheim,2018-10-18,0.2,,15.1,22.7,8.5
strasbourg_entzheim,2018-10-19,0.0,,13.3,20.1,8.9
strasbourg_entzheim,2018-10-20,0.2,,11.7,18.8,6.3
strasbourg_entzheim,2018-10-21,0.0,,9.9,17.8,4.5
strasbourg_entzheim,2018-10-22,0.0,,10.4,17.2,2.7
strasbourg_entzheim,2018-10-23,0.0,,11.3,16.3,4.2
strasbourg_entzheim,2018-10-24,0.0,,12.6,14.5,9.2
strasbourg_entzheim,2018-10-25,0.0,,12.4,16.5,8.2
strasbourg_entzheim,2018-10-26,0.2,,10.4,15.9,5.6
strasbourg_entzheim,2018-10-27,2.0,,8.4,10.1,6.9
strasbourg_entzheim,2018-10-28,4.2,,5.5,6.2,4.4
strasbourg_entzheim,2018-10-29,7.6,,5.6,6.6,4.6
strasbourg_entzheim,2018-10-30,1.2,,6.1,7.7,4.7
strasbourg_entzheim,2018-10-31,0.0,,5.6,9.1,1.2
strasbourg_entzheim,2018-11-01,0.2,,6.9,14.4,2.2
strasbourg_entzheim,2018-11-02,0.0,,8.9,14.1,2.1
strasbourg_entzheim,2018-11-03,0.0,,9.4,13.7,5.5
strasbourg_entzheim,2018-11-04,0.0,,10.1,14.5,7.2
strasbourg_entzheim,2018-11-05,0.0,,8.3,10.1,4.9
strasbourg_entzheim,2018-11-06,0.0,,7.7,8.5,6.6
strasbourg_entzheim,2018-11-07,0.8,,10.1,16.3,3.1
strasbourg_entzheim,2018-11-08,0.0,,11.2,15.0,9.4
strasbourg_entzheim,2018-11-09,0.0,,9.8,17.1,5.3
strasbourg_entzheim,2018-11-10,5.4,,10.1,12.6,4.4
strasbourg_entzheim,2018-11-11,0.0,,12.5,17.1,10.2
strasbourg_entzheim,2018-11-12,2.8,,13.0,18.6,8.2
strasbourg_entzheim,2018-11-13,2.0,,10.7,14.6,7.6
strasbourg_entzheim,2018-11-14,0.0,,5.3,6.7,1.5
strasbourg_entzheim,2018-11-15,0.0,,5.5,6.4,4.7
strasbourg_entzheim,2018-11-16,0.0,,4.9,7.9,3.4
strasbourg_entzheim,2018-11-17,0.0,,4.3,9.6,-0.9
strasbourg_entzheim,2018-11-18,0.0,,3.7,7.6,0.6
strasbourg_entzheim,2018-11-19,0.0,,2.2,4.9,-0.6
strasbourg_entzheim,2018-11-20,0.0,,2.6,6.4,-0.6
strasbourg_entzheim,2018-11-21,0.0,,1.2,3.6,-1.9
strasbourg_entzheim,2018-11-22,0.0,,2.7,8.4,-0.6
strasbourg_entzheim,2018-11-23,3.0,,0.2,2.7,-2.5
strasbourg_entzheim,2018-11-24,0.0,,5.3,11.2,1.1
strasbourg_entzheim,2018-11-25,0.0,,4.9,9.5,-0.8
strasbourg_entzheim,2018-11-26,2.6,,5.4,7.0,4.6
strasbourg_entzheim,2018-11-27,0.2,,4.5,5.4,4.2
strasbourg_entzheim,2018-11-28,0.0,,5.1,6.5,3.4
strasbourg_entzheim,2018-11-29,0.0,,4.4,6.5,2.8
strasbourg_entzheim,2018-11-30,4.0,,5.6,8.0,1.0
strasbourg_entzheim,2018-12-01,4.0,,7.3,10.7,3.9
strasbourg_entzheim,2018-12-02,2.0,,10.7,13.6,8.0
strasbourg_entzheim,2018-12-03,4.6,,13.4,15.5,12.0
strasbourg_entzheim,2018-12-04,2.0,,9.4,10.6,6.9
strasbourg_entzheim,2018-12-05,1.8,,6.0,8.0,4.8
strasbourg_entzheim,2018-12-06,0.2,,10.5,13.3,6.0
strasbourg_entzheim,2018-12-07,1.0,,11.3,12.9,10.9
strasbourg_entzheim,2018-12-08,15.0,,7.8,11.5,5.3
strasbourg_entzheim,2018-12-09,1.0,,9.2,10.5,7.8
strasbourg_entzheim,2018-12-10,0.0,,6.2,8.5,4.6
strasbourg_entzheim,2018-12-11,0.0,,2.1,7.0,-0.8
strasbourg_entzheim,2018-12-12,0.0,,-0.1,2.2,-3.5
strasbourg_entzheim,2018-12-13,0.0,,0.8,2.8,-1.2
strasbourg_entzheim,2018-12-14,0.0,,0.6,1.7,-1.1
strasbourg_entzheim,2018-12-15,4.4,,-0.3,2.2,-2.8
strasbourg_entzheim,2018-12-16,0.4,10.0,0.8,5.6,-3.1
strasbourg_entzheim,2018-12-17,0.4,,3.4,6.5,0.5
strasbourg_entzheim,2018-12-18,0.0,,0.3,4.7,-2.0
strasbourg_entzheim,2018-12-19,0.0,,4.7,8.0,-0.8
strasbourg_entzheim,2018-12-20,0.8,,6.7,8.8,4.8
strasbourg_entzheim,2018-12-21,4.0,,9.8,13.5,5.8
strasbourg_entzheim,2018-12-22,2.6,,11.5,12.9,9.9
strasbourg_entzheim,2018-12-23,7.7,,10.3,14.1,7.1
strasbourg_entzheim,2018-12-24,0.0,,8.1,8.5,5.4
strasbourg_entzheim,2018-12-25,0.0,,1.0,3.4,-1.0
strasbourg_entzheim,2018-12-26,0.0,,-0.9,-0.5,-1.1
strasbourg_entzheim,2018-12-27,0.0,,-0.6,0.1,-1.8
strasbourg_entzheim,2018-12-28,0.0,,0.4,1.4,-0.5
strasbourg_entzheim,2018-12-29,0.0,,1.8,3.0,-0.4
strasbourg_entzheim,2018-12-30,3.0,,3.9,5.7,1.7
strasbourg_entzheim,2018-12-31,1.6,,5.1,6.3,4.1
strasbourg_entzheim,2019-01-01,0.6,,6.2,7.1,4.3
strasbourg_entzheim,2019-01-02,0.0,,3.8,6.6,2.6
strasbourg_entzheim,2019-01-03,0.0,,-0.4,0.8,-4.2
strasbourg_entzheim,2019-01-04,0.2,,1.1,4.2,-2.7
strasbourg_entzheim,2019-01-05,6.6,,2.8,5.7,0.5
strasbourg_entzheim,2019-01-06,6.1,,4.1,4.3,3.5
strasbourg_entzheim,2019-01-07,0.4,,3.6,4.8,2.3
strasbourg_entzheim,2019-01-08,0.8,,5.2,9.3,2.9
strasbourg_entzheim,2019-01-09,0.6,,3.5,5.6,1.5
strasbourg_entzheim,2019-01-10,0.0,,1.3,2.3,0.8
strasbourg_entzheim,2019-01-11,1.0,,-0.3,1.2,-1.7
strasbourg_entzheim,2019-01-12,2.0,,2.7,5.1,0.0
strasbourg_entzheim,2019-01-13,10.2,,6.9,10.1,3.9
strasbourg_entzheim,2019-01-14,1.4,,6.2,8.4,3.8
strasbourg_entzheim,2019-01-15,0.0,,4.2,7.5,0.9
strasbourg_entzheim,2019-01-16,0.2,,3.4,8.0,-0.8
strasbourg_entzheim,2019-01-17,1.4,,6.1,9.0,3.7
strasbourg_entzheim,2019-01-18,0.2,,1.1,5.7,-1.4
strasbourg_entzheim,2019-01-19,0.2,,-1.4,2.3,-4.2
strasbourg_entzheim,2019-01-20,0.4,10.0,-1.6,-0.5,-3.4
strasbourg_entzheim,2019-01-21,0.0,,-2.3,1.0,-3.4
strasbourg_entzheim,2019-01-22,0.6,,-3.2,0.8,-7.9
strasbourg_entzheim,2019-01-23,1.0,10.0,-1.6,-0.4,-4.8
strasbourg_entzheim,2019-01-24,0.0,10.0,-1.8,-0.8,-2.7
strasbourg_entzheim,2019-01-25,0.0,10.0,-1.2,1.5,-3.0
strasbourg_entzheim,2019-01-26,0.4,10.0,3.1,5.9,0.3
strasbourg_entzheim,2019-01-27,1.2,,6.2,10.4,3.7
strasbourg_entzheim,2019-01-28,0.2,,2.8,3.8,1.7
strasbourg_entzheim,2019-01-29,0.0,,1.9,6.4,0.1
strasbourg_entzheim,2019-01-30,0.8,,1.2,3.5,-2.3
strasbourg_entzheim,2019-01-31,0.6,,1.6,5.4,-1.8
strasbourg_entzheim,2019-02-01,3.2,,3.1,4.5,1.0
strasbourg_entzheim,2019-02-02,1.4,,5.4,9.2,3.6
strasbourg_entzheim,2019-02-03,0.0,,3.2,4.4,2.1
strasbourg_entzheim,2019-02-04,0.0,,1.3,6.5,-3.0
strasbourg_entzheim,2019-02-05,0.0,,1.0,8.2,-3.3
strasbourg_entzheim,2019-02-06,0.0,,-0.1,7.1,-4.6
strasbourg_entzheim,2019-02-07,0.6,,2.8,8.0,-2.1
strasbourg_entzheim,2019-02-08,0.0,,6.1,10.6,1.9
strasbourg_entzheim,2019-02-09,0.0,,8.7,11.7,4.2
strasbourg_entzheim,2019-02-10,5.0,,8.6,13.0,4.8
strasbourg_entzheim,2019-02-11,0.2,,4.6,7.9,2.1
strasbourg_entzheim,2019-02-12,0.0,,2.7,7.0,-0.1
strasbourg_entzheim,2019-02-13,0.0,,1.9,9.5,-3.8
strasbourg_entzheim,2019-02-14,0.0,,2.8,11.9,-2.8
strasbourg_entzheim,2019-02-15,0.0,,3.2,12.5,-3.1
strasbourg_entzheim,2019-02-16,0.0,,4.2,15.7,-4.0
strasbourg_entzheim,2019-02-17,0.0,,5.3,18.8,-3.2
strasbourg_entzheim,2019-02-18,0.0,,5.5,15.4,-2.9
strasbourg_entzheim,2019-02-19,0.0,,5.5,9.8,0.9
strasbourg_entzheim,2019-02-20,0.0,,5.6,13.6,-0.9
strasbourg_entzheim,2019-02-21,0.0,,6.6,16.6,-1.4
strasbourg_entzheim,2019-02-22,0.0,,9.4,14.5,6.3
strasbourg_entzheim,2019-02-23,0.0,,6.3,12.4,1.4
strasbourg_entzheim,2019-02-24,0.0,,5.2,13.7,-1.1
strasbourg_entzheim,2019-02-25,0.0,,7.8,17.3,0.5
strasbourg_entzheim,2019-02-26,0.0,,8.3,19.6,-0.2
strasbourg_entzheim,2019-02-27,0.0,,7.8,19.1,-1.4
strasbourg_entzheim,2019-02-28,4.0,,10.2,20.8,1.5
strasbourg_entzheim,2019-03-01,2.4,,9.2,11.4,8.1
strasbourg_entzheim,2019-03-02,0.2,,8.8,12.7,6.1
strasbourg_entzheim,2019-03-03,0.0,,10.7,13.4,8.0
strasbourg_entzheim,2019-03-04,4.8,,10.1,15.1,7.2
strasbourg_entzheim,2019-03-05,3.8,,7.2,9.7,6.0
strasbourg_entzheim,2019-03-06,0.0,,8.4,15.2,0.7
strasbourg_entzheim,2019-03-07,4.8,,10.2,12.8,8.3
strasbourg_entzheim,2019-03-08,0.0,,9.2,13.5,5.8
strasbourg_entzheim,2019-03-09,1.8,,10.7,13.0,7.1
strasbourg_entzheim,2019-03-10,3.2,,11.8,16.8,8.6
strasbourg_entzheim,2019-03-11,0.2,,5.8,9.5,2.3
strasbourg_entzheim,2019-03-12,0.8,,6.6,11.9,-0.1
strasbourg_entzheim,2019-03-13,3.2,,7.1,11.3,4.4
strasbourg_entzheim,2019-03-14,5.6,,6.6,9.8,5.0
strasbourg_entzheim,2019-03-15,3.4,,10.6,14.0,6.6
strasbourg_entzheim,2019-03-16,0.0,,12.0,15.5,10.9
strasbourg_entzheim,2019-03-17,2.2,,9.1,15.5,6.5
strasbourg_entzheim,2019-03-18,1.0,,5.3,10.2,2.4
strasbourg_entzheim,2019-03-19,0.0,,5.6,11.8,-0.3
strasbourg_entzheim,2019-03-20,0.0,,5.9,13.8,-2.2
strasbourg_entzheim,2019-03-21,0.0,,8.6,17.1,0.6
strasbourg_entzheim,2019-03-22,0.0,,9.3,18.8,0.0
strasbourg_entzheim,2019-03-23,0.0,,10.3,19.0,1.4
strasbourg_entzheim,2019-03-24,0.0,,9.8,16.9,2.3
strasbourg_entzheim,2019-03-25,1.8,,8.4,12.7,4.8
strasbourg_entzheim,2019-03-26,0.0,,7.4,12.1,3.8
strasbourg_entzheim,2019-03-27,0.0,,8.4,14.4,1.5
strasbourg_entzheim,2019-03-28,0.0,,9.7,17.1,1.1
strasbourg_entzheim,2019-03-29,0.0,,12.0,19.6,5.0
strasbourg_entzheim,2019-03-30,0.0,,11.7,21.7,1.9
strasbourg_entzheim,2019-03-31,0.0,,12.6,22.1,2.7
strasbourg_entzheim,2019-04-01,0.0,,12.7,19.8,5.9
strasbourg_entzheim,2019-04-02,1.8,,14.1,22.6,4.6
strasbourg_entzheim,2019-04-03,20.1,,7.6,9.9,5.2
strasbourg_entzheim,2019-04-04,8.3,,4.2,5.2,3.5
strasbourg_entzheim,2019-04-05,0.0,,5.8,9.7,2.3
strasbourg_entzheim,2019-04-06,0.0,,8.1,15.6,2.4
strasbourg_entzheim,2019-04-07,9.9,,10.3,15.2,5.1
strasbourg_entzheim,2019-04-08,0.4,,10.9,14.0,8.3
strasbourg_entzheim,2019-04-09,3.8,,9.8,12.0,8.1
strasbourg_entzheim,2019-04-10,2.6,,10.0,12.2,8.6
strasbourg_entzheim,2019-04-11,0.0,,8.8,13.9,4.5
strasbourg_entzheim,2019-04-12,0.0,,6.5,12.5,0.9
strasbourg_entzheim,2019-04-13,0.2,,4.8,7.6,3.5
strasbourg_entzheim,2019-04-14,0.4,,5.2,10.3,1.6
strasbourg_entzheim,2019-04-15,0.0,,9.3,19.3,-0.1
strasbourg_entzheim,2019-04-16,6.5,,10.5,18.0,2.9
strasbourg_entzheim,2019-04-17,0.0,,13.8,19.0,10.0
strasbourg_entzheim,2019-04-18,0.0,,15.2,23.9,6.9
strasbourg_entzheim,2019-04-19,0.0,,16.8,24.5,7.7
strasbourg_entzheim,2019-04-20,0.0,,16.6,25.7,7.8
strasbourg_entzheim,2019-04-21,0.0,,17.4,26.5,7.6
strasbourg_entzheim,2019-04-22,0.0,,17.8,26.9,7.9
strasbourg_entzheim,2019-04-23,0.0,,17.1,24.2,11.7
strasbourg_entzheim,2019-04-24,6.5,,13.7,25.7,9.4
strasbourg_entzheim,2019-04-25,6.1,,12.6,21.0,5.7
strasbourg_entzheim,2019-04-26,2.2,,10.6,13.6,8.7
strasbourg_entzheim,2019-04-27,2.2,,10.0,13.8,7.0
strasbourg_entzheim,2019-04-28,1.8,,7.8,11.2,4.2
strasbourg_entzheim,2019-04-29,0.8,,9.7,15.3,2.0
strasbourg_entzheim,2019-04-30,0.0,,11.5,17.3,9.6
strasbourg_entzheim,2019-05-01,0.0,,12.9,21.7,3.8
strasbourg_entzheim,2019-05-02,6.4,,12.1,19.6,6.2
strasbourg_entzheim,2019-05-03,0.4,,12.0,16.7,9.5
strasbourg_entzheim,2019-05-04,8.5,,5.8,10.5,2.9
strasbourg_entzheim,2019-05-05,0.2,,6.6,10.8,2.2
strasbourg_entzheim,2019-05-06,0.0,,8.9,13.7,4.6
strasbourg_entzheim,2019-05-07,0.4,,10.3,16.5,1.9
strasbourg_entzheim,2019-05-08,9.2,,11.2,13.9,9.1
strasbourg_entzheim,2019-05-09,7.4,,11.4,16.2,6.7
strasbourg_entzheim,2019-05-10,1.2,,13.3,18.2,8.9
strasbourg_entzheim,2019-05-11,2.8,,13.2,19.2,9.6
strasbourg_entzheim,2019-05-12,0.0,,10.5,14.7,6.3
strasbourg_entzheim,2019-05-13,0.0,,11.9,17.8,5.5
strasbourg_entzheim,2019-05-14,0.0,,11.8,17.1,5.3
strasbourg_entzheim,2019-05-15,0.0,,11.4,16.9,5.1
strasbourg_entzheim,2019-05-16,0.0,,12.3,18.2,4.4
strasbourg_entzheim,2019-05-17,0.0,,14.7,20.1,6.5
strasbourg_entzheim,2019-05-18,2.4,,15.6,22.0,11.3
strasbourg_entzheim,2019-05-19,21.0,,14.9,20.7,10.9
strasbourg_entzheim,2019-05-20,2.6,,15.9,21.4,12.7
strasbourg_entzheim,2019-05-21,12.7,,13.3,14.8,12.5
strasbourg_entzheim,2019-05-22,0.0,,14.7,20.4,7.8
strasbourg_entzheim,2019-05-23,0.0,,15.7,22.8,7.5
strasbourg_entzheim,2019-05-24,0.0,,18.1,24.2,11.6
strasbourg_entzheim,2019-05-25,0.0,,17.8,23.2,11.4
strasbourg_entzheim,2019-05-26,0.0,,17.5,23.8,10.3
strasbourg_entzheim,2019-05-27,0.8,,16.4,20.9,11.3
strasbourg_entzheim,2019-05-28,0.0,,15.2,20.2,12.7
strasbourg_entzheim,2019-05-29,0.0,,14.7,19.9,11.1
strasbourg_entzheim,2019-05-30,0.0,,16.3,22.8,6.9
strasbourg_entzheim,2019-05-31,0.0,,20.8,26.5,15.9
strasbourg_entzheim,2019-06-01,0.0,,22.0,29.9,12.6
strasbourg_entzheim,2019-06-02,0.0,,23.9,32.0,14.3
strasbourg_entzheim,2019-06-03,15.0,,20.8,31.2,15.9
strasbourg_entzheim,2019-06-04,0.0,,23.7,31.7,14.2
strasbourg_entzheim,2019-06-05,1.2,,24.6,30.2,18.3
strasbourg_entzheim,2019-06-06,0.4,,14.1,15.5,13.1
strasbourg_entzheim,2019-06-07,1.0,,16.3,26.2,9.0
strasbourg_entzheim,2019-06-08,0.0,,17.9,23.4,13.0
strasbourg_entzheim,2019-06-09,10.9,,16.9,22.0,9.3
strasbourg_entzheim,2019-06-10,13.9,,16.2,18.9,15.3
strasbourg_entzheim,2019-06-11,0.8,,16.3,19.0,13.1
strasbourg_entzheim,2019-06-12,3.0,,16.8,21.7,13.7
strasbourg_entzheim,2019-06-13,0.0,,18.7,25.3,11.6
strasbourg_entzheim,2019-06-14,1.4,,16.5,19.9,11.0
strasbourg_entzheim,2019-06-15,6.3,,20.1,24.8,15.2
strasbourg_entzheim,2019-06-16,0.0,,19.0,24.3,15.3
strasbourg_entzheim,2019-06-17,0.0,,20.9,27.7,12.9
strasbourg_entzheim,2019-06-18,0.0,,23.3,30.0,14.6
strasbourg_entzheim,2019-06-19,4.5,,24.1,31.4,15.8
strasbourg_entzheim,2019-06-20,0.2,,20.6,25.6,17.4
strasbourg_entzheim,2019-06-21,3.0,,21.0,25.7,15.6
strasbourg_entzheim,2019-06-22,0.8,,18.2,23.3,14.5
strasbourg_entzheim,2019-06-23,0.0,,20.9,28.0,13.6
strasbourg_entzheim,2019-06-24,0.0,,24.8,32.0,16.4
strasbourg_entzheim,2019-06-25,0.0,,26.7,35.9,17.5
strasbourg_entzheim,2019-06-26,0.0,,28.7,36.7,20.2
strasbourg_entzheim,2019-06-27,0.0,,27.3,33.6,22.2
strasbourg_entzheim,2019-06-28,0.0,,24.0,30.9,15.4
strasbourg_entzheim,2019-06-29,0.0,,24.8,33.7,15.0
strasbourg_entzheim,2019-06-30,0.0,,28.1,38.8,16.7
strasbourg_entzheim,2019-07-01,0.2,,26.3,30.6,23.3
strasbourg_entzheim,2019-07-02,0.0,,22.2,28.5,15.6
strasbourg_entzheim,2019-07-03,0.0,,21.6,27.9,13.6
strasbourg_entzheim,2019-07-04,0.0,,21.8,29.1,15.0
strasbourg_entzheim,2019-07-05,0.0,,22.9,31.6,12.7
strasbourg_entzheim,2019-07-06,0.0,,23.3,31.4,14.1
strasbourg_entzheim,2019-07-07,0.0,,21.1,27.5,17.9
strasbourg_entzheim,2019-07-08,0.0,,18.7,23.8,15.9
strasbourg_entzheim,2019-07-09,0.0,,17.3,22.9,11.3
strasbourg_entzheim,2019-07-10,0.0,,18.2,25.8,8.6
strasbourg_entzheim,2019-07-11,6.1,,18.7,23.8,14.1
strasbourg_entzheim,2019-07-12,3.8,,19.3,27.5,15.1
strasbourg_entzheim,2019-07-13,0.0,,19.0,24.3,12.9
strasbourg_entzheim,2019-07-14,0.2,,16.9,20.5,13.9
strasbourg_entzheim,2019-07-15,0.0,,18.4,25.1,11.9
strasbourg_entzheim,2019-07-16,0.0,,19.1,26.8,10.9
strasbourg_entzheim,2019-07-17,0.0,,20.9,29.4,12.7
strasbourg_entzheim,2019-07-18,0.0,,21.8,28.8,13.6
strasbourg_entzheim,2019-07-19,0.0,,22.4,27.6,17.3
strasbourg_entzheim,2019-07-20,2.6,,24.3,33.5,14.4
strasbourg_entzheim,2019-07-21,0.0,,23.7,30.2,18.9
strasbourg_entzheim,2019-07-22,0.0,,23.7,32.1,15.0
strasbourg_entzheim,2019-07-23,0.0,,25.7,35.2,15.0
strasbourg_entzheim,2019-07-24,0.0,,27.8,38.0,17.5
strasbourg_entzheim,2019-07-25,0.0,,29.6,38.9,18.3
strasbourg_entzheim,2019-07-26,9.5,,28.3,36.3,21.3
strasbourg_entzheim,2019-07-27,0.6,,22.3,26.6,19.6
strasbourg_entzheim,2019-07-28,0.0,,19.9,21.4,18.8
strasbourg_entzheim,2019-07-29,0.0,,21.3,28.5,13.3
strasbourg_entzheim,2019-07-30,0.6,,22.7,29.9,18.0
strasbourg_entzheim,2019-07-31,0.0,,20.8,25.8,16.5
strasbourg_entzheim,2019-08-01,0.0,,20.1,27.8,11.1
strasbourg_entzheim,2019-08-02,0.0,,22.5,28.9,15.4
strasbourg_entzheim,2019-08-03,0.0,,20.9,27.5,15.4
strasbourg_entzheim,2019-08-04,0.4,,22.2,30.3,14.1
strasbourg_entzheim,2019-08-05,0.0,,23.9,30.8,18.1
strasbourg_entzheim,2019-08-06,6.1,,23.1,30.6,16.7
strasbourg_entzheim,2019-08-07,44.0,,18.9,20.8,17.9
strasbourg_entzheim,2019-08-08,0.0,,21.7,28.4,16.3
strasbourg_entzheim,2019-08-09,1.8,,23.9,32.8,15.8
strasbourg_entzheim,2019-08-10,0.0,,23.0,28.6,19.6
strasbourg_entzheim,2019-08-11,9.3,,19.3,28.1,14.6
strasbourg_entzheim,2019-08-12,0.2,,17.6,23.1,13.5
strasbourg_entzheim,2019-08-13,0.0,,17.1,22.1,12.3
strasbourg_entzheim,2019-08-14,0.0,,17.3,24.2,10.6
strasbourg_entzheim,2019-08-15,0.2,,18.1,24.0,12.8
strasbourg_entzheim,2019-08-16,0.0,,19.3,25.9,12.2
strasbourg_entzheim,2019-08-17,3.0,,18.5,23.2,15.6
strasbourg_entzheim,2019-08-18,1.2,,22.8,31.4,15.4
strasbourg_entzheim,2019-08-19,0.0,,21.3,26.3,18.5
strasbourg_entzheim,2019-08-20,0.4,,16.6,19.1,15.4
strasbourg_entzheim,2019-08-21,0.0,,17.4,24.4,11.1
strasbourg_entzheim,2019-08-22,0.0,,19.1,27.0,10.6
strasbourg_entzheim,2019-08-23,0.0,,20.0,28.3,11.0
strasbourg_entzheim,2019-08-24,0.0,,20.8,29.0,12.4
